Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Runtime,View Rating,IMDb Score,Awards Received,Awards Nominated For,Release Date,Netflix Release Date,Korean content
Badla,Drama,Crime Movies,Hindi,Movie,3.4,1.176450742240216,10.502906976744185,7.8,2.0,9.0,2019-03-08 00:00:00.000000000,2019-08-07 00:00:00.000000000,False
Sebastian Maniscalco: Why Would You Do That?,Comedy,Comedies,English,Movie,8.2,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2016-10-01 00:00:00.000000000,2019-08-06 00:00:00.000000000,False
Screwball,Documentary,Documentaries,English,Movie,8.3,1.176450742240216,10.502906976744185,7.1,2.0,1.0,2019-03-29 00:00:00.000000000,2019-08-05 00:00:00.000000000,False
Enter the Anime,Documentary,Documentaries,Japanese,Movie,4.9,1.176450742240216,10.502906976744185,2.5,0.0,0.0,2019-08-05 00:00:00.000000000,2019-08-05 00:00:00.000000000,False
Basketball or Nothing,Documentary,Documentaries,English,Series,8.5,1.176450742240216,10.502906976744185,7.4,0.0,0.0,2019-08-02 00:00:00.000000000,2019-08-02 00:00:00.000000000,False
Our Planet - Behind The Scenes,Documentary,Documentaries,English,Movie,8.6,1.176450742240216,10.502906976744185,8.4,0.0,0.0,2019-08-02 00:00:00.000000000,2019-08-02 00:00:00.000000000,False
Otherhood,Comedy,Comedies,English,Movie,2.3,1.176450742240216,10.502906976744185,6.1,1.0,0.0,2019-08-02 00:00:00.000000000,2019-08-02 00:00:00.000000000,False
Are We Done Yet?,Comedy,Comedies,English,Movie,1.4,1.176450742240216,10.502906976744185,4.3,0.0,3.0,2007-04-04 00:00:00.000000000,2019-08-01 00:00:00.000000000,False
Regiment Diaries,Documentary,Documentaries,Hindi,Series,9.5,1.176450742240216,10.502906976744185,9.1,0.0,0.0,2018-08-16 00:00:00.000000000,2019-08-01 00:00:00.000000000,False
KENGAN ASHURA,Action,Anime Series,English,Series,7.4,1.176450742240216,10.502906976744185,8.0,0.0,0.0,2019-07-31 00:00:00.000000000,2019-07-31 00:00:00.000000000,False
The Red Sea Diving Resort,Drama,Dramas,"English, Amharic",Movie,2.4,1.176450742240216,10.502906976744185,6.6,0.0,0.0,2019-07-31 00:00:00.000000000,2019-07-31 00:00:00.000000000,False
Whitney Cummings: Can I Touch It?,Comedy,Comedies,English,Movie,7.5,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2019-07-30 00:00:00.000000000,2019-07-30 00:00:00.000000000,False
Twelve Forever,Comedy,Kids TV,English,Series,8.1,1.176450742240216,10.502906976744185,6.6,0.0,1.0,2019-07-29 00:00:00.000000000,2019-07-29 00:00:00.000000000,False
Nobodys Fool,Drama,Comedies,English,Movie,3.9,1.176450742240216,10.502906976744185,4.8,1.0,0.0,2018-11-02 00:00:00.000000000,2019-07-26 00:00:00.000000000,False
Girls With Balls,Comedy,Comedies,French,Movie,5.7,1.176450742240216,10.502906976744185,3.8,2.0,1.0,2019-07-26 00:00:00.000000000,2019-07-26 00:00:00.000000000,False
The Son,Comedy,Dramas,English,Movie,8.3,1.176450742240216,10.502906976744185,8.1,1.0,0.0,2018-02-04 00:00:00.000000000,2019-07-26 00:00:00.000000000,False
Boi,Drama,Dramas,Portuguese,Movie,9.3,1.176450742240216,10.502906976744185,8.6,0.0,1.0,2019-01-24 00:00:00.000000000,2019-07-26 00:00:00.000000000,False
Eerie,Thriller,Horror Movies,"Filipino, Tagalog",Movie,6.4,1.176450742240216,10.502906976744185,4.7,0.0,0.0,2019-03-27 00:00:00.000000000,2019-07-26 00:00:00.000000000,False
Another Life,Drama,TV Dramas,English,Series,2.5,1.176450742240216,10.502906976744185,5.0,0.0,3.0,2019-07-25 00:00:00.000000000,2019-07-25 00:00:00.000000000,False
Darkest Hour,Drama,Dramas,"English, French, German",Movie,3.9,1.176450742240216,10.502906976744185,7.4,53.0,75.0,2017-12-22 00:00:00.000000000,2019-07-25 00:00:00.000000000,False
Sleepless Society: Nyctophobia,Thriller,TV Thrillers,English,Series,7.8,1.176450742240216,10.502906976744185,5.7,0.0,0.0,2019-03-01 00:00:00.000000000,2019-07-24 00:00:00.000000000,False
The Great Hack,Documentary,Documentaries,English,Movie,4.0,1.176450742240216,10.502906976744185,7.1,1.0,3.0,2019-07-24 00:00:00.000000000,2019-07-24 00:00:00.000000000,False
Transformers Rescue Bots Academy,Comedy,Kids TV,English,Series,8.4,1.176450742240216,10.502906976744185,6.9,0.0,0.0,2019-01-05 00:00:00.000000000,2019-07-24 00:00:00.000000000,False
My Hotter Half,Reality-TV,Reality TV,English,Series,6.9,1.176450742240216,10.502906976744185,4.0,0.0,0.0,2013-07-10 02:46:41.879537152,2019-07-21 00:00:00.000000000,False
Typewriter,Thriller,TV Thrillers,Hindi,Series,6.6,1.176450742240216,10.502906976744185,6.5,0.0,0.0,2019-07-19 00:00:00.000000000,2019-07-19 00:00:00.000000000,False
​SAINT SEIYA: Knights of the Zodiac,Action,Anime Series,Japanese,Series,6.4,1.176450742240216,10.502906976744185,4.5,0.0,0.0,2019-07-19 00:00:00.000000000,2019-07-19 00:00:00.000000000,False
Secret Obsession,Thriller,Thrillers,English,Movie,1.8,1.176450742240216,10.502906976744185,4.4,0.0,0.0,2019-07-18 00:00:00.000000000,2019-07-18 00:00:00.000000000,False
Rookie Historian Goo Hae-Ryung,Drama,TV Dramas,Korean,Series,8.6,1.176450742240216,10.502906976744185,8.2,0.0,0.0,2019-07-17 00:00:00.000000000,2019-07-17 00:00:00.000000000,True
Unrequited Love,Drama,TV Dramas,Chinese,Series,8.6,1.176450742240216,10.502906976744185,7.3,0.0,0.0,2019-06-10 00:00:00.000000000,2019-07-16 00:00:00.000000000,False
"Frankenstein’s Monster’s Monster, Frankenstein",Comedy,Comedies,English,Movie,7.0,1.176450742240216,10.502906976744185,5.9,0.0,0.0,2019-07-16 00:00:00.000000000,2019-07-16 00:00:00.000000000,False
Poms,Drama,Comedies,English,Movie,5.1,1.176450742240216,10.502906976744185,5.9,0.0,2.0,2019-05-10 00:00:00.000000000,2019-07-13 00:00:00.000000000,False
Point Blank,Drama,Action & Adventure,English,Movie,2.2,1.176450742240216,10.502906976744185,5.7,0.0,1.0,2019-07-12 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
True Tunes,Family,Kids TV,English,Series,9.3,1.176450742240216,10.502906976744185,8.7,0.0,0.0,2019-07-12 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
Kidnapping Stella,Thriller,Dramas,German,Movie,4.3,1.176450742240216,10.502906976744185,4.8,0.0,1.0,2019-07-12 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
Taco Chronicles,Documentary,Documentaries,English,Series,8.6,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2019-07-12 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
4L,Drama,Comedies,"Spanish, French, Afrikaans",Movie,6.6,1.176450742240216,10.502906976744185,5.9,0.0,0.0,2019-03-01 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
Blown Away,Reality-TV,Reality TV,English,Series,7.6,1.176450742240216,10.502906976744185,7.0,1.0,2.0,2019-07-12 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
Extreme Engagement,Reality-TV,Reality TV,English,Series,7.6,1.176450742240216,10.502906976744185,5.5,0.0,0.0,2019-07-12 00:00:00.000000000,2019-07-12 00:00:00.000000000,False
Family Reunion,Comedy,TV Comedies,English,Series,7.5,1.176450742240216,10.502906976744185,6.4,1.0,4.0,2019-07-10 00:00:00.000000000,2019-07-10 00:00:00.000000000,False
Aziz Ansari: RIGHT NOW,Comedy,Comedies,English,Movie,6.8,1.176450742240216,10.502906976744185,7.5,0.0,1.0,2019-07-09 00:00:00.000000000,2019-07-09 00:00:00.000000000,False
SCAMS,Drama,TV Dramas,Japanese,Series,8.0,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2019-06-30 00:00:00.000000000,2019-07-05 00:00:00.000000000,False
The Legend of White Snake,Drama,TV Dramas,Chinese,Series,8.7,1.176450742240216,10.502906976744185,7.6,4.0,1.0,2019-04-03 00:00:00.000000000,2019-07-05 00:00:00.000000000,False
Pitch Perfect 3,Comedy,Comedies,"English, Papiamento",Movie,2.1,1.176450742240216,10.502906976744185,5.8,5.0,9.0,2017-12-22 00:00:00.000000000,2019-07-05 00:00:00.000000000,False
The Last Czars,Drama,TV Dramas,English,Series,5.5,1.176450742240216,10.502906976744185,7.3,0.0,0.0,2019-07-03 00:00:00.000000000,2019-07-04 00:00:00.000000000,False
Bangkok Love Stories: Plead,Drama,TV Dramas,Thai,Series,8.8,1.176450742240216,10.502906976744185,7.6,1.0,2.0,2019-07-02 00:00:00.000000000,2019-07-02 00:00:00.000000000,False
Bangkok Love Stories: Objects of Affection,Drama,TV Dramas,Thai,Series,7.8,1.176450742240216,10.502906976744185,5.7,0.0,0.0,2019-07-02 00:00:00.000000000,2019-07-02 00:00:00.000000000,False
Designated Survivor: 60 Days,Drama,TV Dramas,Korean,Series,8.7,1.176450742240216,10.502906976744185,8.1,1.0,0.0,2019-07-01 00:00:00.000000000,2019-07-01 00:00:00.000000000,True
Katherine Ryan: Glitter Room,Comedy,Comedies,English,Movie,7.6,1.176450742240216,10.502906976744185,6.7,0.0,0.0,2019-07-01 00:00:00.000000000,2019-07-01 00:00:00.000000000,False
Fight for My Way,Comedy,TV Comedies,Korean,Series,7.3,1.176450742240216,10.502906976744185,8.1,5.0,10.0,2017-05-22 00:00:00.000000000,2019-07-01 00:00:00.000000000,True
Flowering Heart,Animation,Kids TV,Korean,Series,8.6,1.176450742240216,10.502906976744185,7.2,0.0,0.0,2016-02-29 00:00:00.000000000,2019-07-01 00:00:00.000000000,True
School 2017,Drama,TV Dramas,Korean,Series,8.4,1.176450742240216,10.502906976744185,7.6,0.0,7.0,2017-07-17 00:00:00.000000000,2019-07-01 00:00:00.000000000,True
My Golden Life,Drama,TV Dramas,Korean,Series,7.9,1.176450742240216,10.502906976744185,6.0,1.0,7.0,2017-09-02 00:00:00.000000000,2019-07-01 00:00:00.000000000,True
44Cats,Comedy,Kids TV,Italian,Series,8.0,1.176450742240216,10.502906976744185,6.3,0.0,1.0,2019-06-10 00:00:00.000000000,2019-07-01 00:00:00.000000000,False
Swiped,Comedy,Comedies,English,Movie,2.0,1.176450742240216,10.502906976744185,3.2,0.0,0.0,2018-11-06 00:00:00.000000000,2019-07-01 00:00:00.000000000,False
The Accountant of Auschwitz,Documentary,Documentaries,"English, German",Movie,8.2,1.176450742240216,10.502906976744185,7.3,7.0,5.0,2019-12-03 00:00:00.000000000,2019-07-01 00:00:00.000000000,False
Zombie Dumb,Comedy,TV Comedies,Korean,Series,7.8,1.176450742240216,10.502906976744185,5.7,0.0,1.0,2019-07-01 00:00:00.000000000,2019-06-30 00:00:00.000000000,True
Hatchimals | Adventures in Hatchtopia,Animation,Kids TV,English,Series,8.9,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2018-11-05 00:00:00.000000000,2019-06-30 00:00:00.000000000,False
Molang,Comedy,Kids TV,"English, French, Greek",Series,9.1,1.176450742240216,10.502906976744185,8.5,0.0,0.0,2015-12-31 00:00:00.000000000,2019-06-30 00:00:00.000000000,False
Radio Romance,Romance,TV Dramas,Korean,Series,8.0,1.176450742240216,10.502906976744185,6.6,1.0,0.0,2018-01-29 00:00:00.000000000,2019-06-30 00:00:00.000000000,True
Are You Human,Drama,TV Dramas,Korean,Series,8.2,1.176450742240216,10.502906976744185,8.0,4.0,1.0,2018-06-04 00:00:00.000000000,2019-06-30 00:00:00.000000000,True
Titipo Titipo,Animation,Kids TV,"German, Chinese, Japanese, Spanish, Korean, English",Series,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2019-06-30 00:00:00.000000000,True
Stone Age,Short,Kids TV,English,Series,8.1,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2017-08-01 00:00:00.000000000,2019-06-30 00:00:00.000000000,True
Romeo Akbar Walter,Drama,Dramas,Hindi,Movie,4.6,1.176450742240216,10.502906976744185,6.6,0.0,0.0,2019-04-05 00:00:00.000000000,2019-06-29 00:00:00.000000000,False
Scare Tactics,Comedy,TV Comedies,English,Series,7.2,1.176450742240216,10.502906976744185,6.7,0.0,0.0,2003-03-28 00:00:00.000000000,2019-06-29 00:00:00.000000000,False
Super Deluxe,Drama,Comedies,Tamil,Movie,4.1,1.176450742240216,10.502906976744185,8.3,5.0,1.0,2019-03-28 00:00:00.000000000,2019-06-29 00:00:00.000000000,False
Shaft,Comedy,Comedies,English,Movie,2.3,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2019-06-14 00:00:00.000000000,2019-06-28 00:00:00.000000000,False
Exhibit A,Thriller,Documentaries,English,Series,6.9,1.176450742240216,10.502906976744185,6.0,2.0,3.0,2010-03-16 00:00:00.000000000,2019-06-28 00:00:00.000000000,False
7SEEDS,Drama,Anime Series,English,Series,7.7,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2019-06-28 00:00:00.000000000,2019-06-28 00:00:00.000000000,False
The Chosen One,Thriller,TV Thrillers,Portuguese,Series,7.5,1.176450742240216,10.502906976744185,5.6,0.0,0.0,2019-06-28 00:00:00.000000000,2019-06-28 00:00:00.000000000,False
Family Business,Drama,TV Comedies,English,Series,2.5,1.176450742240216,10.502906976744185,5.8,0.0,0.0,1989-12-15 00:00:00.000000000,2019-06-28 00:00:00.000000000,False
Daniel Sosa: Maleducado,Comedy,Comedies,Spanish,Movie,8.4,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2019-06-27 00:00:00.000000000,2019-06-27 00:00:00.000000000,False
Answer for Heaven,Drama,TV Dramas,English,Series,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2019-06-27 00:00:00.000000000,False
ANIMA,Short,Dramas,English,Movie,4.1,1.176450742240216,10.502906976744185,7.7,0.0,1.0,2019-06-27 00:00:00.000000000,2019-06-27 00:00:00.000000000,False
Hikaru Utada Laughter in the Dark Tour 2018,Music,Music & Musicals,Japanese,Movie,9.2,1.176450742240216,10.502906976744185,8.5,0.0,0.0,2019-06-27 00:00:00.000000000,2019-06-26 00:00:00.000000000,False
Mike Epps: Only One Mike,Comedy,Comedies,English,Movie,7.3,1.176450742240216,10.502906976744185,4.8,0.0,0.0,2019-06-25 00:00:00.000000000,2019-06-25 00:00:00.000000000,False
Jules and Jim,Drama,Dramas,"French, German, English",Movie,4.5,1.176450742240216,10.502906976744185,7.8,3.0,4.0,1962-01-23 00:00:00.000000000,2019-06-22 00:00:00.000000000,False
The End of Evangelion,Drama,Action & Adventure,Japanese,Movie,4.2,1.176450742240216,10.502906976744185,8.1,2.0,0.0,2002-06-01 00:00:00.000000000,2019-06-21 00:00:00.000000000,False
Neon Genesis Evangelion,Drama,Anime Series,"Japanese, English",Series,4.2,1.176450742240216,10.502906976744185,8.5,0.0,1.0,1997-08-20 00:00:00.000000000,2019-06-21 00:00:00.000000000,False
Mr. Iglesias,Comedy,TV Comedies,English,Series,5.8,1.176450742240216,10.502906976744185,7.1,1.0,2.0,2019-06-21 00:00:00.000000000,2019-06-21 00:00:00.000000000,False
Reaction,Comedy,Dramas,English,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2011-06-04 00:00:00.000000000,2019-06-20 00:00:00.000000000,False
The Player,Documentary,Comedies,English,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2012-04-27 00:00:00.000000000,2019-06-20 00:00:00.000000000,False
Good Luck,Comedy,Dramas,"English, Japanese",Movie,8.5,1.176450742240216,10.502906976744185,7.3,0.0,0.0,2012-07-04 00:00:00.000000000,2019-06-20 00:00:00.000000000,False
The Chord,Documentary,Dramas,Lithuanian,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2013-07-10 02:46:41.879537152,2019-06-20 00:00:00.000000000,False
Bewildered Bolbol,Comedy,Comedies,Arabic,Movie,7.0,1.176450742240216,10.502906976744185,6.4,0.0,0.0,2010-11-11 00:00:00.000000000,2019-06-20 00:00:00.000000000,False
Beats,Drama,Dramas,English,Movie,7.4,1.176450742240216,10.502906976744185,7.1,5.0,9.0,2020-06-26 00:00:00.000000000,2019-06-19 00:00:00.000000000,False
The Edge of Democracy,Documentary,Documentaries,"Portuguese, English",Movie,4.2,1.176450742240216,10.502906976744185,7.2,3.0,14.0,2019-06-19 00:00:00.000000000,2019-06-19 00:00:00.000000000,False
Adam Devine: Best Time of Our Lives,Comedy,Comedies,English,Movie,7.5,1.176450742240216,10.502906976744185,5.8,0.0,0.0,2019-06-18 00:00:00.000000000,2019-06-18 00:00:00.000000000,False
Bob Lazar: Area 51 and Flying Saucers,Documentary,Documentaries,English,Movie,4.4,1.176450742240216,10.502906976744185,5.6,0.0,0.0,2018-12-04 00:00:00.000000000,2019-06-18 00:00:00.000000000,False
Right Here Right Now,Drama,Comedies,German,Movie,7.6,1.176450742240216,10.502906976744185,5.5,0.0,0.0,2018-08-16 00:00:00.000000000,2019-06-15 00:00:00.000000000,False
Monopoly (The Bank Of Luck),Comedy,Comedies,Arabic,Movie,7.6,1.176450742240216,10.502906976744185,5.9,0.0,0.0,2017-04-05 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Chief of Staff,Drama,TV Dramas,Korean,Series,8.8,1.176450742240216,10.502906976744185,7.9,0.0,0.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,True
DJ Cinderella,Romance,Comedies,Portuguese,Movie,6.8,1.176450742240216,10.502906976744185,4.4,0.0,1.0,2020-07-13 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Murder Mystery,Comedy,Comedies,"English, French, Latin, Spanish",Movie,2.4,1.176450742240216,10.502906976744185,6.0,1.0,6.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Awake: The Million Dollar Game,Game-Show,US TV Shows,English,Series,7.7,1.176450742240216,10.502906976744185,6.0,0.0,0.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Life Overtakes Me,Documentary,Documentaries,"Swedish, Ukrainian, English",Movie,7.4,1.176450742240216,10.502906976744185,6.5,2.0,2.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Unit 42,Drama,TV Dramas,French,Series,7.7,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2017-11-19 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Trinkets,Drama,TV Dramas,English,Series,5.0,1.176450742240216,10.502906976744185,7.1,2.0,3.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Yankee,Drama,TV Thrillers,Spanish,Series,7.7,1.176450742240216,10.502906976744185,5.9,0.0,0.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Leila,Drama,TV Dramas,Hindi,Series,3.5,1.176450742240216,10.502906976744185,4.8,0.0,0.0,2019-06-14 00:00:00.000000000,2019-06-14 00:00:00.000000000,False
Jinn,Drama,TV Dramas,"English, Arabic",Series,2.0,1.176450742240216,10.502906976744185,3.5,0.0,0.0,2019-06-13 00:00:00.000000000,2019-06-13 00:00:00.000000000,False
The 3rd Eye 2,Drama,Horror Movies,Indonesian,Movie,7.5,1.176450742240216,10.502906976744185,5.5,0.0,0.0,2019-01-17 00:00:00.000000000,2019-06-13 00:00:00.000000000,False
The Ants Scream,Documentary,Comedies,"None, English",Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,1923-11-04 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
Savage Raghda,Comedy,Comedies,Arabic,Movie,7.4,1.176450742240216,10.502906976744185,5.2,0.0,0.0,2018-01-06 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
Flimflam,Comedy,Comedies,Arabic,Movie,7.2,1.176450742240216,10.502906976744185,5.5,0.0,0.0,2016-09-11 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
The Right One,Drama,Dramas,English,Movie,8.3,1.176450742240216,10.502906976744185,6.6,0.0,0.0,2019-06-13 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
Convict,Drama,Dramas,English,Movie,6.3,1.176450742240216,10.502906976744185,5.3,0.0,0.0,2014-01-21 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
The Cell,Adventure,Dramas,French,Movie,8.5,1.176450742240216,10.502906976744185,7.1,1.0,0.0,2017-10-05 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
Jo Koy: Comin In Hot,Comedy,Comedies,English,Movie,8.3,1.176450742240216,10.502906976744185,7.3,0.0,0.0,2019-06-12 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Documentary,Documentaries,English,Movie,6.5,1.176450742240216,10.502906976744185,7.6,2.0,12.0,2019-06-12 00:00:00.000000000,2019-06-12 00:00:00.000000000,False
The Black Godfather,Documentary,Documentaries,English,Movie,8.5,1.176450742240216,10.502906976744185,7.4,4.0,5.0,2019-06-07 00:00:00.000000000,2019-06-07 00:00:00.000000000,False
Super Monsters Monster Pets,Animation,Kids TV,English,Series,8.2,1.176450742240216,10.502906976744185,6.5,0.0,0.0,2019-06-07 00:00:00.000000000,2019-06-07 00:00:00.000000000,False
Tales of the City,Drama,TV Dramas,English,Series,5.6,1.176450742240216,10.502906976744185,7.4,2.0,3.0,2019-06-07 00:00:00.000000000,2019-06-07 00:00:00.000000000,False
The Chef Show,Documentary,Documentaries,English,Series,7.0,1.176450742240216,10.502906976744185,8.2,0.0,1.0,2019-06-07 00:00:00.000000000,2019-06-07 00:00:00.000000000,False
I Am Mother,Drama,Thrillers,English,Movie,3.7,1.176450742240216,10.502906976744185,6.7,4.0,5.0,2019-06-07 00:00:00.000000000,2019-06-07 00:00:00.000000000,False
Step Outside,Comedy,Comedies,English,Movie,6.08953859238785,1.176450742240216,10.502906976744185,6.599128216032314,0.0,0.0,2000-09-15 00:00:00.000000000,2019-06-06 00:00:00.000000000,False
Freezers Campaign,Action,Comedies,English,Movie,5.5,1.176450742240216,10.502906976744185,5.2,0.0,0.0,2014-06-19 00:00:00.000000000,2019-06-06 00:00:00.000000000,False
"Its Okay, Buddy",Horror,Comedies,"English, Hebrew",Movie,3.8,1.176450742240216,10.502906976744185,7.3,8.0,47.0,2017-09-08 00:00:00.000000000,2019-06-05 00:00:00.000000000,False
